Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
241,ERDC MSRC,SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
242,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
243,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
244,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
245,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
246,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
247,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
248,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
249,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 400 MHz,Netherlands,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Europe,Europe
250,SGI,SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas
251,SGI,SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas
252,SGI,SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas
253,UK Astrophysical Fluids Facility/University of Leicester,SGI,ORIGIN 3000 400 MHz,United Kingdom,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Northern Europe,Europe
254,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
255,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
256,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
257,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
258,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
259,US Army Research Laboratory (ARL),SGI,ORIGIN 3000 400 MHz,United States,2000,128,85.44,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
260,Aetna Life Insurance,IBM,SP PC604e 332 MHz,United States,1999,200,84.5,132.8,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
261,Prudential Insurance,IBM,SP PC604e 332 MHz,United States,1999,200,84.5,132.8,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,North America,Americas
262,Sprint,IBM,SP PC604e 332 MHz,United States,1999,200,84.5,132.8,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
263,Sprint,IBM,SP PC604e 332 MHz,United States,1999,200,84.5,132.8,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
264,Aetna Life Insurance,IBM,SP Power3 375 MHz,United States,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
265,Credit Suisse,IBM,SP Power3 375 MHz,Switzerland,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Western Europe,Europe
266,Financial Company,IBM,SP Power3 375 MHz,Japan,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Eastern Asia,Asia
267,Kroger,IBM,SP Power3 375 MHz,United States,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
268,Manufacturing Company,IBM,SP Power3 375 MHz,Japan,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Manufacturing,SP Switch,SP Switch,Eastern Asia,Asia
269,Philips Lighting,IBM,SP Power3 375 MHz,United States,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
270,Postes & Telecom,IBM,SP Power3 375 MHz,Belgium,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe
271,Volvo,IBM,SP Power3 375 MHz,Sweden,2000,80,84,120,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Automotive,SP Switch,SP Switch,Northern Europe,Europe
272,ULC,IBM,SP PC604e 332 MHz,United States,2000,196,82.8,130.14,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
273,KISTI Supercomputing Center,Cray Inc.,T3E900,"Korea, South",1997,132,82.1,118.8,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Information Processing Service,Cray Interconnect,3-D Torus,Eastern Asia,Asia
274,NOAA/Geophysical Fluid Dynamics Laboratory (GFDL),Cray Inc.,T3E900,United States,1997,132,82.1,118.8,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,North America,Americas
275,NAC RE International,IBM,SP PC604e 332 MHz,United States,2000,194,82,128.81,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
276,CSAR at the University of Manchester,SGI,ORIGIN 2000 400 MHz,United Kingdom,2000,128,81.76,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Northern Europe,Europe
277,Silicon Graphics,SGI,ORIGIN 2000 400 MHz,United States,2000,128,81.76,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas
278,Silicon Graphics,SGI,ORIGIN 2000 400 MHz,United States,2000,128,81.76,102.4,65536,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Vendor,Not Specified,Crossbar,Hypercube,North America,Americas
279,Commissariat a l'Energie Atomique (CEA),Cray Inc.,T3E,France,1997,188,81.3,112.8,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
280,Autozone,IBM,SP PC604e 332 MHz,United States,1999,192,81.1,127.48,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
281,Dupont,IBM,SP Power3 222 MHz,United States,2000,128,80.83,113.6,76000,15000,Power,POWER3,222.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
282,Aerotek,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,1999,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Manufacturing,N/A,N/A,North America,Americas
283,Ameritrade Inc.,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Finance,N/A,N/A,North America,Americas
284,Automotive Manufacturer,Sun Microsystems,HPC 10000 400 MHz Cluster,France,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Automotive,N/A,N/A,Western Europe,Europe
285,Baker Hughes,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,1999,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Geophysics,N/A,N/A,North America,Americas
286,Bank,Sun Microsystems,HPC 10000 400 MHz Cluster,United Kingdom,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Finance,N/A,N/A,Northern Europe,Europe
287,BellSouth,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
288,Clearstream Services,Sun Microsystems,HPC 10000 400 MHz Cluster,Luxembourg,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Finance,N/A,N/A,Western Europe,Europe
289,Consulting,Sun Microsystems,HPC 10000 400 MHz Cluster,United Kingdom,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Not Specified,N/A,N/A,Northern Europe,Europe
290,Convergys Corporation,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Finance,N/A,N/A,North America,Americas
291,Deutsche Telekom AG,Sun Microsystems,HPC 10000 400 MHz Cluster,Germany,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Western Europe,Europe
292,E-commerce,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,North America,Americas
293,E-commerce,Sun Microsystems,HPC 10000 400 MHz Cluster,Japan,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,Eastern Asia,Asia
294,Electronics,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Not Specified,N/A,N/A,North America,Americas
295,Ford Motor Company,Sun Microsystems,HPC 10000 400 MHz Cluster,United Kingdom,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Automotive,N/A,N/A,Northern Europe,Europe
296,Internet,Sun Microsystems,HPC 10000 400 MHz Cluster,Japan,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,Eastern Asia,Asia
297,Internet,Sun Microsystems,HPC 10000 400 MHz Cluster,Japan,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,Eastern Asia,Asia
298,Internet Service Provider,Sun Microsystems,HPC 10000 400 MHz Cluster,Italy,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,Southern Europe,Europe
299,Jside.Com,Sun Microsystems,HPC 10000 400 MHz Cluster,Japan,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Not Specified,N/A,N/A,Eastern Asia,Asia
300,Lexis Nexis,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Information Service,N/A,N/A,North America,Americas
301,Motorola,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Electronics,N/A,N/A,North America,Americas
302,OfficeMax,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,1999,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Database,N/A,N/A,North America,Americas
303,Oil Company,Sun Microsystems,HPC 10000 400 MHz Cluster,Canada,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Geophysics,N/A,N/A,North America,Americas
304,RandomHouse,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,1999,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Database,N/A,N/A,North America,Americas
305,Rutgers University,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,1999,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Academic,Not Specified,N/A,N/A,North America,Americas
306,Stanford University/High Energy Physics,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Academic,Not Specified,N/A,N/A,North America,Americas
307,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
308,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,Australia,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Australia and New Zealand,Oceania
309,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,Italy,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Southern Europe,Europe
310,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
311,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
312,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
313,Telemar,Sun Microsystems,HPC 10000 400 MHz Cluster,Brazil,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,South America,Americas
314,W.W. Grainger,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Database,N/A,N/A,North America,Americas
315,eBay,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,128,80.1,102.4,57120,10752,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,WWW,N/A,N/A,North America,Americas
316,AT&T,IBM,SP Power3 375 MHz,United States,2001,76,79.9,114,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
317,TRW,IBM,SP Power3 375 MHz,United States,2000,76,79.9,114,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Automotive,SP Switch,SP Switch,North America,Americas
318,ThyssenKrupp Information Systems,IBM,SP Power3 375 MHz,Germany,2000,76,79.9,114,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Mechanics,SP Switch,SP Switch,Western Europe,Europe
319,Deutsche Bank,IBM,SP PC604e 332 MHz,Germany,1999,188,79.5,124.83,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Western Europe,Europe
320,Government,IBM,SP P2SC 160 MHz,United Kingdom,1999,178,78.4,113.9,0,0,Power,POWER2 SC,160,IBM SP,AIX,MPP,Classified,Not Specified,SP Switch,SP Switch,Northern Europe,Europe
321,COMDIRECT Bank AG,IBM,SP Power3 375 MHz,Germany,2000,74,77.9,111,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Western Europe,Europe
322,GWA Web,IBM,SP Power3 375 MHz,United States,2000,74,77.9,111,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
323,RWE,IBM,SP PC604e 332 MHz,Germany,2000,184,77.8,122.17,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,Western Europe,Europe
324,TELUS Communications Inc.,IBM,SP PC604e 332 MHz,Canada,1998,184,77.8,122.17,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
325,HWW/Universitaet Stuttgart,NEC,SX-4/40H2,Germany,1999,40,77.2,80,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,Constellations,Industry,Information Processing Service,Crossbar,Multi-stage crossbar,Western Europe,Europe
326,Internet Service Provider,Sun Microsystems,HPC 420 450 MHz Cluster,United States,2000,112,77.01,100.8,0,0,Sparc,Sparc,450.5,NOW - Sun,Solaris,Cluster,Industry,WWW,N/A,N/A,North America,Americas
327,Naval Oceanographic Office (NAVOCEANO),SGI,ORIGIN 2000,United States,1999,256,76.9,99.84,0,0,MIPS,MIPS R10000,195,SGI Origin,IRIX,Constellations,Research,Weather and Climate Research,Crossbar,Hypercube,North America,Americas
328,Deutsche Telekom AG,IBM,SP Power3 200 MHz,Germany,1999,128,76.77,102.4,89000,11500,Power,POWER3,200,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe
329,IBM Research,IBM,SP Power3 200 MHz,Switzerland,1999,128,76.77,102.4,89000,11500,Power,POWER3,200,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,Western Europe,Europe
330,British Airways,IBM,SP Power3 375 MHz,United Kingdom,2000,72,75.9,108,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Transportation,SP Switch,SP Switch,Northern Europe,Europe
331,Ensign Geophysics,IBM,SP Power3 375 MHz,United Kingdom,2000,72,75.9,108,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,Northern Europe,Europe
332,Georgia Institute of Technology,IBM,SP Power3 375 MHz,United States,2000,72,75.9,108,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
333,Bank,Sun Microsystems,HPC 10000 400 MHz Cluster,United Kingdom,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Finance,N/A,N/A,Northern Europe,Europe
334,Dutchtone,Sun Microsystems,HPC 10000 400 MHz Cluster,Netherlands,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Western Europe,Europe
335,Media,Sun Microsystems,HPC 10000 400 MHz Cluster,Spain,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Not Specified,N/A,N/A,Southern Europe,Europe
336,T-Online,Sun Microsystems,HPC 10000 400 MHz Cluster,Germany,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Western Europe,Europe
337,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,Italy,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Southern Europe,Europe
338,Telecommunication Company,Sun Microsystems,HPC 10000 400 MHz Cluster,Italy,2000,120,75.8,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,Southern Europe,Europe
339,FT UEI Antony,IBM,SP PC604e 332 MHz,France,2000,178,75.2,118.19,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,Western Europe,Europe
340,debis Systemhaus,Sun Microsystems,HPC 10000 400 MHz Cluster,Germany,1999,120,74.89,96,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Automotive,N/A,N/A,Western Europe,Europe
341,NRI for Earth Science and Disaster (NIED),Cray Inc.,T3E,Japan,1997,172,74.5,103.2,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Eastern Asia,Asia
342,Lockheed Martin,IBM,SP Power3 200 MHz,United States,1999,124,74.4,99.2,0,0,Power,POWER3,200,IBM SP,AIX,MPP,Industry,Aerospace,SP Switch,SP Switch,North America,Americas
343,Manufacturing Company,IBM,SP Power3 375 MHz,United States,2000,70,73.8,105,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Manufacturing,SP Switch,SP Switch,North America,Americas
344,2 The Mart,IBM,SP PC604e 332 MHz,United States,1999,174,73.6,115.5,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
345,ThyssenKrupp Information Systems,IBM,SP PC604e 332 MHz,Germany,2000,236,73.1,156.7,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,Western Europe,Europe
346,Norwegian University of Science and Technology,SGI,ORIGIN 2000 300 MHz - Eth-Cluster,Norway,2000,160,72.57,96,61440,0,MIPS,MIPS R12000,300.3,SGI Origin,IRIX,Constellations,Academic,Not Specified,Ethernet,Ethernet,Northern Europe,Europe
347,Deutsche Bank,IBM,SP PC604e 332 MHz,Germany,2000,170,71.9,112.88,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Western Europe,Europe
348,Adapco,IBM,SP Power3 375 MHz,United States,2000,68,71.8,102,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Mechanics,SP Switch,SP Switch,North America,Americas
349,IUCC/HPCU,SGI,ORIGIN 2000 400 MHz,Israel,2000,112,71.7,89.6,0,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Western Asia,Asia
350,Saab Automobile AB,SGI,ORIGIN 2000 400 MHz,Sweden,2000,112,71.7,89.6,0,0,MIPS,MIPS R12000,400,SGI Origin,Linux,MPP,Industry,Automotive,Crossbar,Hypercube,Northern Europe,Europe
351,Government,Cray Inc.,T3E,United States,1997,164,71.1,98.4,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
352,Zuerich Versicherung,IBM,SP PC604e 332 MHz,Switzerland,2000,168,71,111.55,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,Western Europe,Europe
353,European Patent Office,IBM,SP Power3 222 MHz,Germany,2000,112,71,99.4,0,0,Power,POWER3,222.2,IBM SP,AIX,MPP,Government,Not Specified,SP Switch,SP Switch,Western Europe,Europe
354,NASA/Goddard Space Flight Center,IBM,SP Power3 375 MHz 16 way,United States,2000,64,70.6,96,54000,11000,Power,POWER3,375,IBM SP,AIX,MPP,Research,Aerospace,SP Switch,SP Switch,North America,Americas
355,Universite des Sciences et Technologies de Lille,IBM,SP Power3 375 MHz 16 way,France,2000,64,70.6,96,54000,11000,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe
356,Deutsche Bank,IBM,SP PC604e 332 MHz,Switzerland,1999,166,70.2,110.22,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Western Europe,Europe
357,AT&T,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,112,70.12,89.6,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Telecomm,N/A,N/A,North America,Americas
358,Computer Manufacturer,Sun Microsystems,HPC 10000 400 MHz Cluster,United States,2000,112,70.12,89.6,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Manufacturing,N/A,N/A,North America,Americas
359,Prudential Insurance,Sun Microsystems,HPC 10000 400 MHz Cluster,United Kingdom,1999,112,70.12,89.6,0,0,Sparc,UltraSPARC II,400,Sun UltraHPC,Solaris,Constellations,Industry,Database,N/A,N/A,Northern Europe,Europe
360,Joy Technologies,IBM,SP Power3 375 MHz,United States,2000,66,69.8,99,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Not Specified,SP Switch,SP Switch,North America,Americas
361,DeTeCSM,IBM,SP PC604e 332 MHz,Germany,1999,164,69.4,108.89,0,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Industry,Information Processing Service,SP Switch,SP Switch,Western Europe,Europe
362,National Institute for Environmental Studies,NEC,SX-4/36H2,Japan,1997,36,69.4,72,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,Constellations,Research,Environment,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
