Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
401,Sprint PCS,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2002,256,432.6,768,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
402,Government,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,176,430,915.2,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Classified,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
403,Safelite Glass,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2003,176,430,915.2,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Database,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
404,US Defense,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2003,176,430,915.2,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Classified,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
405,United Institute of Informatics Problems,Self-made,"Pentium4 Xeon 2.8 GHz, SCI 3D",Belarus,2003,128,423.6,716.8,123000,25000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,SCI,SCI,Eastern Europe,Europe
406,Center for Theoretical Biological Physics/UCSD,Dell,"PowerEdge 2650, 2.8 GHz, Gig Ethernet, Rocks",United States,2003,160,423,896,91800,30000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
407,Government,Cray Inc.,Cray X1,United States,2003,36,422.1,460.8,129024,13056,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Classified,Not Specified,Crossbar,Crossbar,North America,Americas
408,Government,Cray Inc.,Cray X1,Canada,2003,36,422.1,460.8,129024,13056,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Classified,Not Specified,Crossbar,Crossbar,North America,Americas
409,AG Edwards,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,North America,Americas
410,BMW AG,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe
411,BMW AG,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Automotive,Myrinet,HyperPlex,Western Europe,Europe
412,BellSouth,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
413,Citibank,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Singapore,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,South-eastern Asia,Asia
414,Energy Company (A),Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Geophysics,Myrinet,HyperPlex,Southern Europe,Europe
415,HP International Bank PLC,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Netherlands,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,Western Europe,Europe
416,Kone,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Belgium,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Manufacturing,Myrinet,HyperPlex,Western Europe,Europe
417,Netsiel S.P.A.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe
418,OverWrite,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Northern Europe,Europe
419,Telecom Italia,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
420,Telecom Italia,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
421,Verizon SCell,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
422,Verizon SCell,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2002,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
423,YEJI Information Technology,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,421,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
424,Defense,Sun Microsystems,HPC 4500 400 MHz Cluster,Sweden,1999,896,420.44,716.8,144000,43200,Sparc,Sparc,200,NOW - Sun,Solaris,Cluster,Classified,Not Specified,N/A,N/A,Northern Europe,Europe
425,Service Provider,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200,NOW - Sun,Solaris,Cluster,Industry,WWW,N/A,N/A,North America,Americas
426,Service Provider,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200,NOW - Sun,Solaris,Cluster,Industry,WWW,N/A,N/A,North America,Americas
427,Sun,Sun Microsystems,HPC 4500 400 MHz Cluster,United States,2000,896,420.44,716.8,144000,43200,Sparc,Sparc,200,NOW - Sun,Solaris,Cluster,Vendor,Not Specified,N/A,N/A,North America,Americas
428,Accenture,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Consulting,Myrinet,HyperPlex,Northern Europe,Europe
429,Amdocs,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
430,Einstein Tec. Ind.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Taiwan,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
431,Government,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Classified,Not Specified,Myrinet,HyperPlex,North America,Americas
432,Government,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Classified,Not Specified,Myrinet,HyperPlex,North America,Americas
433,Huapu Information Technology,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,China,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Eastern Asia,Asia
434,Hutchison Telecom,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Hong Kong,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Eastern Asia,Asia
435,Korean Bank,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
436,Logical Networks,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Service,Myrinet,HyperPlex,North America,Americas
437,SK Global,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,418.1,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Eastern Asia,Asia
438,Volvo,IBM,xSeries Cluster Xeon 3.06 GHz - Gig-E,Sweden,2003,153,415.721,936.36,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060,IBM Cluster,Linux,Cluster,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
439,E*Trade,IBM,xSeries Cluster Xeon 2.8 GHz - Gig-E,United States,2003,152,413.556,851.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,IBM Cluster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
440,Amdocs,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
441,Digital China Ltd.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,China,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
442,Energy Company (B),Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Netherlands,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Western Europe,Europe
443,Hitachi IPD Jigyobu (SP-OEM),Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Japan,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
444,Hitachi IPD Jigyobu (SP-OEM),Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Japan,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
445,IB Solution,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,France,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Information Processing Service,Myrinet,HyperPlex,Western Europe,Europe
446,IT Telecom S.P.A.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
447,Morse Computer,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Northern Europe,Europe
448,Nike,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Manufacturing,Myrinet,HyperPlex,North America,Americas
449,Northrop Grumman,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Aerospace,Myrinet,HyperPlex,North America,Americas
450,OverWrite,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Northern Europe,Europe
451,Telecom Italia Mobile,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
452,Voicestream Wireless,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2002,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
453,Yuan Rong Development,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,China,2003,192,412.7,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
454,AT&T Wireless,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
455,Airtel Movil S.A.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Spain,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
456,Algol Products,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe
457,Amdocs,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
458,Computer Design & Integra,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,North America,Americas
459,EDS,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,North America,Americas
460,Eurotel Praha,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Czech Republic,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Eastern Europe,Europe
461,GNT Finland Oy,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Finland,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Northern Europe,Europe
462,Generalitad,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Spain,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe
463,Global Value Services S.P.A.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe
464,Goodyear - Technical Center,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Luxembourg,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Manufacturing,Myrinet,HyperPlex,Western Europe,Europe
465,Government,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,France,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Classified,Not Specified,Myrinet,HyperPlex,Western Europe,Europe
466,Government,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,France,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Classified,Not Specified,Myrinet,HyperPlex,Western Europe,Europe
467,HP,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,Western Europe,Europe
468,HP,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Netherlands,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,Western Europe,Europe
469,Infineon,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Electronics,Myrinet,HyperPlex,Western Europe,Europe
470,Johnson & Johnson,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,North America,Americas
471,Lufthansa Infratec GmbH,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Information Processing Service,Myrinet,HyperPlex,Western Europe,Europe
472,Magirus International,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Western Europe,Europe
473,Maryville Data Systems,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,North America,Americas
474,NACF,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
475,New Zealand Dairy Board,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,New Zealand,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Australia and New Zealand,Oceania
476,Nokia Oy,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Finland,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Northern Europe,Europe
477,PT Communications,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Portugal,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Southern Europe,Europe
478,Qwest,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
479,Samsung CARD,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Finance,Myrinet,HyperPlex,Eastern Asia,Asia
480,Samsung Capital,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
481,Sonofon A/S,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Denmark,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Northern Europe,Europe
482,Telecom Italia Mobile,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
483,Telkom SA,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,South Africa,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Africa,Africa
484,Verizon,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
485,Vodafone,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Ireland,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Northern Europe,Europe
486,Vodafone,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Northern Europe,Europe
487,Zungwon,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,192,408.2,672,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
488,Gesellschaft fuer wissenschaftliche Datenverarbeitung,Dell,"PowerEdge 2650 3.06 GHz, Scali",Germany,2003,108,407,660.96,120000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,SCI,SCI,Western Europe,Europe
489,Centre Informatique National (CINES),SGI,ORIGIN 3000 500 MHz,France,2002,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
490,Fleet Numerical Meteorology and Oceanography Center,SGI,ORIGIN 3000 500 MHz,United States,2001,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Research,Weather and Climate Research,NUMAflex,NUMAflex,North America,Americas
491,Government,SGI,ORIGIN 3000 500 MHz,United States,2002,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Classified,Not Specified,NUMAflex,NUMAflex,North America,Americas
492,"Kyoto University, Institute for Chemical Research",SGI,ORIGIN 3000 500 MHz,Japan,2002,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Academic,Life Science,NUMAflex,NUMAflex,Eastern Asia,Asia
493,Los Alamos National Laboratory,SGI,ORIGIN 3000 500 MHz,United States,2002,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
494,Manufacturing Company,SGI,ORIGIN 3000 500 MHz,United States,2002,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Industry,Not Specified,NUMAflex,NUMAflex,North America,Americas
495,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
496,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512,230000,0,MIPS,MIPS R14000,500,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
497,McGill University,Self-made,"Athlon 1.6 GHz, Myrinet",Canada,2003,240,403.6,768,142000,26000,AMD,AMD Athlon,1600,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
498,MTU Aero Engines,Dell,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - Myrinet,Germany,2003,128,403.4,614.4,89000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,Dell PowerEdge Cluster,Linux,Cluster,Industry,Aerospace,Myrinet,Myrinet,Western Europe,Europe
499,Shell,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Malaysia,2003,256,402.5,1228.8,158600,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
500,ShengriLi,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,China,2003,256,402.5,1228.8,158600,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
