Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
106,South Australian Partnership for Advanced Computing (SAPAC),IBM,xSeries Cluster Xeon 2.4 GHz - Myrinet,Australia,2003,256,682.6,1228.8,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Australia and New Zealand,Oceania
107,American Museum of Natural History,Linux Labs,Demeter - P4 Xeon 2.6 Ghz - Myrinet,United States,2003,240,680.3,1248,163750,25400,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2600,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
108,Altria Group - Philip Morris Management,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,240,680,1248,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Database,SP Switch,Colony,North America,Americas
109,COLSA,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,240,680,1248,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Not Specified,SP Switch,Colony,North America,Americas
110,US Department of the Treasury,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,240,680,1248,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Government,Database,SP Switch,Colony,North America,Americas
111,NCSA,IBM,Titan Cluster Itanium 800 MHz,United States,2001,320,677.9,1024,183000,32000,Intel IA-64,Intel IA-64 Itanium,800,NOW - Intel Itanium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
112,Cray Inc.,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Vendor,Not Specified,Crossbar,Crossbar,North America,Americas
113,Cray Inc.,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Vendor,Not Specified,Crossbar,Crossbar,North America,Americas
114,Government,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Classified,Not Specified,Crossbar,Crossbar,North America,Americas
115,Government,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Classified,Not Specified,Crossbar,Crossbar,North America,Americas
116,US Army HPC Research Center at NCS,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Research,Not Specified,Crossbar,Crossbar,North America,Americas
117,US Army HPC Research Center at NCS,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Research,Not Specified,Crossbar,Crossbar,North America,Americas
118,University of Alaska - ARSC,Cray Inc.,Cray X1,United States,2003,60,675.5,768,168960,17610,Cray,Cray X1,800,Cray X1,UNICOS,MPP,Academic,Not Specified,Crossbar,Crossbar,North America,Americas
119,Fermi National Accelerator Laboratory,Self-made,P4 Xeon Cluster 2.4 GHz - Myrinet,United States,2003,256,671.3,1228.8,100000,20000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
120,CSAR at the University of Manchester,Cray Inc.,T3E1200,United Kingdom,2000,812,671,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
121,"Fraunhofer Institut, Ernst-Mach Institute",IBM,xSeries Cluster Xeon 2.0 GHz - Myrinet,Germany,2003,256,654.7,1024,159000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2000,IBM Cluster,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Western Europe,Europe
122,CBRC - Tsukuba Advanced Computing Center - TACC/AIST,NEC,Magi Cluster PIII 933 MHz,Japan,2001,1040,654,970,217600,29000,Intel IA-32,Intel IA-32 Pentium 3,933,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
123,Boeing - Rocketdyne Power and Propulsion,Dell,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - GigE,United States,2003,264,650,1267.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,Dell PowerEdge Cluster,Linux,Cluster,Industry,Aerospace,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
124,Victorian Partnership for Advanced Computing (VPAC),IBM,xSeries Cluster Xeon 2.8 GHz - Myrinet,Australia,2003,192,629.7,1075,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Australia and New Zealand,Oceania
125,Semiconductor Company (F),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,India,2003,574,626.1,2755.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Software,Gigabit Ethernet,Gigabit Ethernet,South-central Asia,Asia
126,Institute of High Performance Computing (IHPC),IBM,pSeries 690 Turbo 1.3GHz,Singapore,2002,224,623.9,1164.8,135000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Colony,South-eastern Asia,Asia
127,Manufacturer (G),IBM,pSeries 690 Turbo 1.3GHz,United States,2002,224,623.9,1164.8,135000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Automotive,SP Switch,Colony,North America,Americas
128,IBM,IBM,pSeries 690 1.1GHz,United States,2003,256,623,1126.4,0,0,Power,POWER4,1100,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
129,University of Utah,Dell,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - GigE,United States,2002,256,618.3,1228.8,166000,51000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
130,Real World Computing (RWCP)/Tsukuba Research Center,Self-made,SCore IIIe/PIII 933 MHz,Japan,2001,1024,618.3,955.4,146000,23000,Intel IA-32,Intel IA-32 Pentium 3,933,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
131,Meteorological Service of Canada (MSC),NEC,SX-6/80M10,Canada,2002,80,616.9,640,0,0,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,North America,Americas
132,Petroleum Company (G),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Saudia Arabia,2003,562,609.4,2697.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
133,University of Oklahoma,Aspen Systems Inc.,P4 Xeon Cluster 2 GHz - Myrinet,United States,2002,270,606.9,1080,160000,35840,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2000,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
134,NCSA,IBM,Netfinity Cluster PIII 1 GHz - Myrinet,United States,2001,1024,594,1024,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
135,Wachovia Corporation,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,208,591,1081.6,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Finance,SP Switch,Colony,North America,Americas
136,CNRS/IDRIS,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",France,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
137,Postbank,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Germany,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
138,Sprint PCS,IBM,SP Power3 375 MHz 16 way,United States,2002,528,579,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
139,University of Tokyo/Institute for Solid State Physics,Hitachi,SR8000-F1/60,Japan,2000,60,577,720,89000,10000,Hitachi SR8000,Hitachi SR8000,375,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
140,Naval Research Laboratory (NRL),Appro International,1200X P4 Xeon 2.2 GHz - Myrinet,United States,2002,256,575,1126.4,112500,22500,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2200,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
141,PIK,IBM,pSeries 655 1.1GHz,Germany,2003,240,574.9,1056,150000,0,Power,POWER4,1100,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,Western Europe,Europe
142,Telecom Italia,IBM,pSeries 690 Turbo 1.3GHz,Italy,2002,200,574,1040,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Telecomm,SP Switch,Colony,Southern Europe,Europe
143,University of Zurich - Institute for Theoretical Physics,Self-made,"zBox, AMD AthlonMP 1.8 GHz - SCI 2D",Switzerland,2003,288,570.1,1036.8,117500,23000,AMD,AMD Athlon,1800,NOW - AMD,Linux,Cluster,Academic,Not Specified,SCI,SCI,Western Europe,Europe
144,IBM Thomas J. Watson Research Center,IBM,SP Power3 375 MHz 16 way,United States,2002,520,570,780,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
145,Japan Atomic Energy Research Institute,Fujitsu,VPP5000/64,Japan,2001,64,563,614.4,235776,12288,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
146,Kyushu University,Fujitsu,VPP5000/64,Japan,2000,64,563,614.4,235776,12288,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
147,Meteo-France,Fujitsu,VPP5000/64,France,2003,64,563,614.4,235776,12288,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Research,Weather and Climate Research,Crossbar,Full distributed crossbar,Western Europe,Europe
148,Petroleum Company (G),IBM,SP Power3 375 MHz 16 way,Saudia Arabia,2001,512,561,768,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,Western Asia,Asia
149,US Army Research Laboratory (ARL),IBM,SP Power3 375 MHz 16 way,United States,2000,512,561,768,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
150,ID-IMAG / INRIA Rhone-Alpes,Hewlett-Packard,Cluster Platform 6000 rx2600 Itanium2 900 MHz Cluster - Myrinet,France,2003,208,561,748.8,0,0,Intel IA-64,Intel IA-64 Itanium 2,900,HP Cluster Platform 6000,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Western Europe,Europe
151,EDS/ Adam Opel AG,IBM,pSeries 690 Turbo 1.3GHz,Germany,2002,192,558.2,998.4,245000,22000,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Automotive,SP Switch,Colony,Western Europe,Europe
152,Deutsche Telekom AG,IBM,SP Power3 375 MHz,Germany,2000,528,553,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe
153,Wright-Patterson Air Force Base/DoD ASC,IBM,SP Power3 375 MHz,United States,2000,528,553,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Defense,SP Switch,SP Switch,North America,Americas
154,ERDC MSRC,SGI,ORIGIN 3000 700 MHz,United States,2003,512,553,716.8,230000,0,MIPS,MIPS R16000,700,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
155,ERDC MSRC,SGI,ORIGIN 3000 700 MHz,United States,2003,512,553,716.8,230000,0,MIPS,MIPS R16000,700,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
156,Wright-Patterson Air Force Base/DoD ASC,SGI,ORIGIN 3000 700 MHz,United States,2003,512,553,716.8,230000,0,MIPS,MIPS R16000,700,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
157,Wright-Patterson Air Force Base/DoD ASC,SGI,ORIGIN 3000 700 MHz,United States,2003,512,553,716.8,230000,0,MIPS,MIPS R16000,700,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
158,Wright-Patterson Air Force Base/DoD ASC,SGI,ORIGIN 3000 700 MHz,United States,2003,512,553,716.8,230000,0,MIPS,MIPS R16000,700,SGI Origin,IRIX,MPP,Research,Not Specified,NUMAflex,NUMAflex,North America,Americas
159,United Kingdom Meteorological Office,Cray Inc.,T3E900,United Kingdom,1997,876,552,788.4,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
160,Petroleum Company (A),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,520,551.2,2496,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
161,"University of Michigan, Center for Advanced Computing",Atipa Technology,AMD AthlonMP Cluster 1.667 GHz - Myrinet,United States,2003,256,550,853.5,160000,30000,AMD,AMD Athlon,1666.7,NOW - AMD,Linux,Cluster,Academic,Not Specified,SCI,SCI 3D-Torus,North America,Americas
162,State Farm,IBM,SP Power3 375 MHz,United States,2001,520,546,780,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
163,Compagnie Generale de Geophysique (CGG),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Malaysia,2003,512,540.2,2457.6,224200,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
164,Lockheed Martin,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,512,540.2,2457.6,224200,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Aerospace,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
165,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,324,540,648,154000,20000,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
166,Los Alamos National Laboratory,Hewlett-Packard,"ASCI Q - AlphaServer SC45, 1.25 GHz",United States,2002,256,538.4,640,160000,22000,Alpha,Alpha,1250,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
167,Pharmaceutical Company,IBM,SP Power3 375 MHz,Germany,2001,510,536,765,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Pharmaceutics,SP Switch,SP Switch,Western Europe,Europe
168,Indiana University,IBM,SP Power3 375 MHz,United States,2001,508,534,762,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
169,Center for Development of Advanced Computing (C-DAC),C-DAC,PARAM Padma Cluster - pSeries 630 1.0GHz - PARAMNet,India,2003,248,532,992,224000,43895,Power,POWER4,1000,IBM pSeries,AIX,MPP,Research,Not Specified,PARAMNet,PARAMNet-II,South-central Asia,Asia
170,Amdocs,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
171,IT Telecom S.P.A.,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Southern Europe,Europe
172,OverWrite,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Germany,2003,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,Western Europe,Europe
173,OverWrite,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2002,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Northern Europe,Europe
174,POSDATA,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,"Korea, South",2003,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Information Processing Service,Myrinet,HyperPlex,Eastern Asia,Asia
175,Telecommunication Company,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,256,530.5,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,North America,Americas
176,SBC Service Inc,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,256,529.6,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Telecomm,Myrinet,HyperPlex,North America,Americas
177,Sanpaolo Leasint SpA,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Italy,2003,256,529.6,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Database,Myrinet,HyperPlex,Southern Europe,Europe
178,United Kingdom Meteorological Office,Cray Inc.,T3E1200,United Kingdom,1999,636,526,763.2,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
179,"Grid Technology Research Center, AIST",Self-made,Gfarm Cluster I - Xeon 2.8 GHz - GigE,Japan,2003,180,520.7,1008,102960,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
180,VW (Volkswagen AG),NEC,"Express5800 120RC-1, P4 2.8GHz Cluster - GigE",Germany,2003,256,519.8,1433.6,167000,50000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,NOW - Intel Pentium,Linux,Cluster,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
181,Lockheed Martin,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United States,2003,256,517,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Aerospace,Myrinet,HyperPlex,North America,Americas
182,SAT/ISOSA,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Mexico,2003,256,517,896,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Central America,Americas
183,State Farm,IBM,SP Power3 375 MHz,United States,2001,488,512,732,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
184,Hewlett-Packard,Hewlett-Packard,"Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet",United States,2003,128,511,716.8,109000,20000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800,HP Cluster Platform 3000,Linux,Cluster,Vendor,Benchmarking,Myrinet,Myrinet,North America,Americas
185,Hewlett-Packard,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Vendor,Benchmarking,Quadrics,Quadrics,North America,Americas
186,Lawrence Livermore National Laboratory,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
187,University of Toronto,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Canada,2003,448,505.7,2150.4,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
188,Universitaet Wien,init.at,P4 Cluster 2.53 GHz - GigE,Austria,2003,192,504.3,971,151800,40000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2530,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
189,Danish Meteorological Institute,NEC,SX-6/64M8,Denmark,2003,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,Northern Europe,Europe
190,National Aerospace Laboratory of Japan,NEC,SX-6/64M8,Japan,2002,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
191,National Institute for Environmental Studies,NEC,SX-6/64M8,Japan,2002,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
192,Centre Informatique National (CINES),IBM,SP Power3 375 MHz,France,2001,472,494,708,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe
193,Citicorp,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,200,493,1040,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
194,Nagoya University,Fujitsu,VPP5000/56,Japan,1999,56,492,537.6,228480,12768,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
195,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,448,491,672,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
196,KTH - Royal Institute of Technology,Hewlett-Packard,Cluster Platform 6000 rx2600 Itanium2 900 MHz Cluster - Myrinet,Sweden,2003,180,489,648,0,0,Intel IA-64,Intel IA-64 Itanium 2,900,HP Cluster Platform 6000,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Northern Europe,Europe
197,Rice University,Hewlett-Packard,"Cluster Platform 6000 zx6000 Itanium2 900 MHz, Myrinet",United States,2003,174,487.2,626.4,0,0,Intel IA-64,Intel IA-64 Itanium 2,900,HP Cluster Platform 6000,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
198,University of Nebraska,Atipa Technology,Prairiefire AMD 1.8 GHz - Myrinet,United States,2003,256,483.4,920.6,115000,46000,AMD,AMD Athlon,1800,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
199,Hitachi IPD Jigyobu (SP-OEM),Hewlett-Packard,SuperDome 875 MHz/HyperPlex,Japan,2003,224,482.3,784,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Not Specified,Myrinet,HyperPlex,Eastern Asia,Asia
200,Kyoto University,Fujitsu,VPP800/63,Japan,1999,63,482,504,234360,12852,Fujitsu,Fujitsu,250,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
201,Umea University / HPC2N,Self-made,AMD 1.66 GHz - SCI 3D-torus,Sweden,2002,240,481,800,116100,24570,AMD,AMD Athlon,1666.7,NOW - AMD,Linux,Cluster,Academic,Not Specified,SCI,SCI 3D-Torus,Northern Europe,Europe
202,Centrica Plc,Hewlett-Packard,SuperDome 875 MHz/HyperPlex,United Kingdom,2002,224,479.5,784,0,0,PA-RISC,PA-RISC PA-8700+,875,HP Superdome,HP Unix (HP-UX),Constellations,Industry,Energy,Myrinet,HyperPlex,Northern Europe,Europe
203,"Universitaet Stuttgart, ITB",Self-made,BioCORTEX AMD 1.533 GHz - Myrinet,Germany,2003,256,478.4,784.9,120000,24800,AMD,AMD Athlon,1533.7,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Western Europe,Europe
204,Petroleum Company (B),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,392,475.6,1881.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
205,IN2P3,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,France,2003,384,471.3,1843.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
206,PDO,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Oman,2003,384,471.3,1843.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
207,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperFabric,United States,2002,256,470.9,768,340092,90072,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas
208,Lawrence Livermore National Laboratory,IBM,"ASCI Blue-Pacific CTR, IBM SP 604e",United States,1998,1344,468.2,892.4,205000,65000,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
209,Cambridge University,Sun Microsystems,Fire 15K 1.05 GHz,United Kingdom,2002,300,468.1,630,230400,38400,Sparc,UltraSPARC III,1050,Sun Fire,Solaris,Constellations,Academic,Not Specified,Fireplane,Fireplane,Northern Europe,Europe
210,Cambridge University,Sun Microsystems,Fire 15K 1.05 GHz,United Kingdom,2002,300,468.1,630,230400,38400,Sparc,UltraSPARC III,1050,Sun Fire,Solaris,Constellations,Academic,Not Specified,Fireplane,Fireplane,Northern Europe,Europe
211,Cambridge University,Sun Microsystems,Fire 15K 1.05 GHz,United Kingdom,2002,300,468.1,630,230400,38400,Sparc,UltraSPARC III,1050,Sun Fire,Solaris,Constellations,Academic,Not Specified,Fireplane,Fireplane,Northern Europe,Europe
212,IKON,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,160,468,832,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Database,SP Switch,Colony,North America,Americas
